角度(2θ),强度
18.96,22
18.98,18
19,22
19.02,18
19.04,22
19.06,14
19.08,24
19.1,24
19.12,20
19.14,18
19.16,26
19.18,20
19.2,18
19.22,16
19.24,28
19.26,20
19.28,22
19.3,14
19.32,18
19.34,18
19.36,24
19.38,22
19.4,22
19.42,24
19.44,16
19.46,16
19.48,28
19.5,22
19.52,16
19.54,18
19.56,16
19.58,18
19.6,14
19.62,18
19.64,24
19.66,24
19.68,22
19.7,26
19.72,22
19.74,26
19.76,22
19.78,22
19.8,22
19.82,16
19.84,24
19.86,28
19.88,18
19.9,16
19.92,22
19.94,16
19.96,22
19.98,24
20,18
20.02,12
20.04,10
20.06,26
20.08,10
20.1,14
20.12,16
20.14,20
20.16,18
20.18,12
20.2,28
20.22,22
20.24,10
20.26,16
20.28,20
20.3,20
20.32,18
20.34,18
20.36,20
20.38,24
20.4,28
20.42,18
20.44,20
20.46,16
20.48,12
20.5,24
20.52,16
20.54,18
20.56,14
20.58,14
20.6,10
20.62,22
20.64,20
20.66,10
20.68,24
20.7,20
20.72,16
20.74,14
20.76,20
20.78,10
20.8,26
20.82,14
20.84,16
20.86,14
20.88,12
20.9,30
20.92,16
20.94,16
20.96,16
20.98,18
21,16
21.02,20
21.04,14
21.06,22
21.08,22
21.1,20
21.12,16
21.14,20
21.16,18
21.18,10
21.2,16
21.22,14
21.24,16
21.26,20
21.28,20
21.3,20
21.32,30
21.34,12
21.36,24
21.38,28
21.4,26
21.42,24
21.44,18
21.46,22
21.48,10
21.5,20
21.52,20
21.54,28
21.56,18
21.58,22
21.6,16
21.62,26
21.64,24
21.66,14
21.68,22
21.7,22
21.72,18
21.74,26
21.76,18
21.78,20
21.8,24
21.82,22
21.84,20
21.86,22
21.88,24
21.9,28
21.92,18
21.94,22
21.96,20
21.98,22
22,20
22.02,22
22.04,16
22.06,20
22.08,20
22.1,18
22.12,18
22.14,16
22.16,18
22.18,18
22.2,16
22.22,24
22.24,26
22.26,16
22.28,16
22.3,18
22.32,18
22.34,14
22.36,20
22.38,20
22.4,30
22.42,22
22.44,24
22.46,16
22.48,28
22.5,16
22.52,22
22.54,16
22.56,22
22.58,22
22.6,18
22.62,32
22.64,14
22.66,22
22.68,28
22.7,12
22.72,26
22.74,20
22.76,20
22.78,24
22.8,26
22.82,18
22.84,22
22.86,20
22.88,32
22.9,28
22.92,24
22.94,20
22.96,28
22.98,28
23,22
23.02,24
23.04,26
23.06,22
23.08,22
23.1,26
23.12,30
23.14,20
23.16,26
23.18,30
23.2,12
23.22,20
23.24,28
23.26,20
23.28,28
23.3,24
23.32,20
23.34,16
23.36,22
23.38,26
23.4,20
23.42,20
23.44,22
23.46,18
23.48,18
23.5,30
23.52,14
23.54,22
23.56,26
23.58,24
23.6,24
23.62,22
23.64,22
23.66,16
23.68,14
23.7,28
23.72,22
23.74,18
23.76,28
23.78,24
23.8,24
23.82,22
23.84,18
23.86,14
23.88,22
23.9,12
23.92,22
23.94,18
23.96,18
23.98,14
24,20
24.02,10
24.04,10
24.06,22
24.08,18
24.1,22
24.12,16
24.14,24
24.16,22
24.18,22
24.2,18
24.22,16
24.24,18
24.26,22
24.28,28
24.3,18
24.32,22
24.34,18
24.36,14
24.38,20
24.4,20
24.42,22
24.44,20
24.46,18
24.48,18
24.5,14
24.52,20
24.54,20
24.56,18
24.58,20
24.6,18
24.62,28
24.64,22
24.66,14
24.68,14
24.7,20
24.72,22
24.74,18
24.76,20
24.78,18
24.8,18
24.82,20
24.84,22
24.86,14
24.88,28
24.9,22
24.92,12
24.94,10
24.96,22
24.98,28
25,22
25.02,28
25.04,16
25.06,24
25.08,22
25.1,22
25.12,28
25.14,30
25.16,22
25.18,30
25.2,24
25.22,22
25.24,28
25.26,22
25.28,18
25.3,24
25.32,22
25.34,22
25.36,20
25.38,32
25.4,40
25.42,40
25.44,40
25.46,42
25.48,34
25.5,34
25.52,42
25.54,48
25.56,42
25.58,48
25.6,50
25.62,64
25.64,58
25.66,64
25.68,50
25.7,52
25.72,64
25.74,60
25.76,64
25.78,82
25.8,76
25.82,62
25.84,86
25.86,68
25.88,72
25.9,76
25.92,72
25.94,72
25.96,66
25.98,64
26,58
26.02,72
26.04,58
26.06,44
26.08,58
26.1,42
26.12,50
26.14,44
26.16,42
26.18,32
26.2,40
26.22,40
26.24,42
26.26,40
26.28,36
26.3,30
26.32,30
26.34,34
26.36,26
26.38,28
26.4,36
26.42,24
26.44,26
26.46,22
26.48,30
26.5,30
26.52,20
26.54,24
26.56,24
26.58,26
26.6,20
26.62,26
26.64,26
26.66,18
26.68,32
26.7,24
26.72,22
26.74,24
26.76,20
26.78,18
26.8,26
26.82,22
26.84,22
26.86,16
26.88,22
26.9,28
26.92,26
26.94,26
26.96,22
26.98,16
27,24
27.02,22
27.04,16
27.06,30
27.08,18
27.1,24
27.12,28
27.14,22
27.16,26
27.18,16
27.2,26
27.22,22
27.24,28
27.26,18
27.28,14
27.3,30
27.32,18
27.34,24
27.36,32
27.38,24
27.4,30
27.42,20
27.44,24
27.46,18
27.48,30
27.5,16
27.52,30
27.54,26
27.56,22
27.58,18
27.6,18
27.62,34
27.64,30
27.66,30
27.68,26
27.7,26
27.72,22
27.74,24
27.76,22
27.78,18
27.8,22
27.82,28
27.84,22
27.86,24
27.88,28
27.9,22
27.92,28
27.94,24
27.96,20
27.98,36
28,40
28.02,26
28.04,28
28.06,36
28.08,24
28.1,28
28.12,30
28.14,38
28.16,28
28.18,20
28.2,38
28.22,32
28.24,32
28.26,26
28.28,30
28.3,28
28.32,30
28.34,28
28.36,38
28.38,38
28.4,40
28.42,32
28.44,36
28.46,32
28.48,34
28.5,38
28.52,34
28.54,36
28.56,32
28.58,24
28.6,32
28.62,22
28.64,34
28.66,30
28.68,44
28.7,28
28.72,42
28.74,36
28.76,36
28.78,30
28.8,48
28.82,34
28.84,36
28.86,32
28.88,38
28.9,42
28.92,36
28.94,36
28.96,40
28.98,36
29,36
29.02,42
29.04,38
29.06,28
29.08,42
29.1,42
29.12,32
29.14,34
29.16,44
29.18,32
29.2,42
29.22,38
29.24,34
29.26,38
29.28,38
29.3,36
29.32,28
29.34,36
29.36,38
29.38,40
29.4,32
29.42,36
29.44,32
29.46,24
29.48,42
29.5,40
29.52,28
29.54,36
29.56,44
29.58,32
29.6,30
29.62,38
29.64,34
29.66,40
29.68,22
29.7,28
29.72,28
29.74,22
29.76,38
29.78,36
29.8,36
29.82,40
29.84,30
29.86,42
29.88,28
29.9,28
29.92,34
29.94,38
29.96,34
29.98,42
30,32
30.02,32
30.04,34
30.06,28
30.08,32
30.1,30
30.12,28
30.14,32
30.16,32
30.18,28
30.2,30
30.22,28
30.24,28
30.26,32
30.28,44
30.3,36
30.32,32
30.34,28
30.36,38
30.38,36
30.4,40
30.42,36
30.44,46
30.46,34
30.48,38
30.5,36
30.52,32
30.54,34
30.56,26
30.58,34
30.6,52
30.62,42
30.64,36
30.66,32
30.68,38
30.7,32
30.72,38
30.74,42
30.76,42
30.78,38
30.8,44
30.82,56
30.84,66
30.86,44
30.88,44
30.9,70
30.92,52
30.94,54
30.96,52
30.98,30
31,40
31.02,58
31.04,50
31.06,58
31.08,62
31.1,68
31.12,58
31.14,64
31.16,70
31.18,84
31.2,66
31.22,84
31.24,70
31.26,76
31.28,74
31.3,80
31.32,92
31.34,88
31.36,80
31.38,98
31.4,98
31.42,118
31.44,114
31.46,108
31.48,98
31.5,114
31.52,106
31.54,132
31.56,128
31.58,124
31.6,92
31.62,136
31.64,138
31.66,140
31.68,140
31.7,138
31.72,140
31.74,168
31.76,152
31.78,164
31.8,154
31.82,140
31.84,186
31.86,134
31.88,180
31.9,168
31.92,184
31.94,172
31.96,172
31.98,194
32,170
32.02,198
32.04,166
32.06,198
32.08,198
32.1,174
32.12,168
32.14,156
32.16,166
32.18,174
32.2,162
32.22,166
32.24,174
32.26,174
32.28,158
32.3,142
32.32,166
32.34,154
32.36,144
32.38,154
32.4,164
32.42,156
32.44,136
32.46,156
32.48,130
32.5,114
32.52,132
32.54,112
32.56,126
32.58,126
32.6,106
32.62,134
32.64,122
32.66,130
32.68,110
32.7,116
32.72,108
32.74,104
32.76,102
32.78,104
32.8,104
32.82,102
32.84,84
32.86,90
32.88,94
32.9,84
32.92,98
32.94,84
32.96,110
32.98,94
33,104
33.02,104
33.04,88
33.06,96
33.08,92
33.1,80
33.12,76
33.14,82
33.16,92
33.18,76
33.2,76
33.22,84
33.24,90
33.26,108
33.28,84
33.3,80
33.32,90
33.34,78
33.36,82
33.38,74
33.4,78
33.42,76
33.44,62
33.46,72
33.48,64
33.5,80
33.52,84
33.54,58
33.56,74
33.58,64
33.6,68
33.62,76
33.64,60
33.66,62
33.68,52
33.7,64
33.72,52
33.74,64
33.76,68
33.78,60
33.8,68
33.82,56
33.84,56
33.86,62
33.88,52
33.9,50
33.92,50
33.94,54
33.96,54
33.98,60
34,56
34.02,74
34.04,54
34.06,44
34.08,56
34.1,46
34.12,52
34.14,52
34.16,38
34.18,52
34.2,44
34.22,52
34.24,50
34.26,50
34.28,44
34.3,44
34.32,46
34.34,44
34.36,42
34.38,44
34.4,30
34.42,42
34.44,40
34.46,42
34.48,28
34.5,34
34.52,32
34.54,32
34.56,40
34.58,32
34.6,30
34.62,36
34.64,28
34.66,28
34.68,28
34.7,34
34.72,34
34.74,22
34.76,22
34.78,36
34.8,24
34.82,32
34.84,30
34.86,30
34.88,30
34.9,26
34.92,28
34.94,26
34.96,28
34.98,22
35,24
35.02,26
35.04,30
35.06,28
35.08,24
35.1,26
35.12,20
35.14,18
35.16,30
35.18,22
35.2,26
35.22,22
35.24,18
35.26,28
35.28,28
35.3,20
35.32,28
35.34,20
35.36,24
35.38,18
35.4,26
35.42,20
35.44,20
35.46,12
35.48,22
35.5,22
35.52,22
35.54,22
35.56,28
35.58,26
35.6,36
35.62,20
35.64,14
35.66,22
35.68,26
35.7,22
35.72,22
35.74,24
35.76,18
35.78,22
35.8,12
35.82,20
35.84,20
35.86,20
35.88,36
35.9,22
35.92,24
35.94,22
35.96,20
35.98,18
36,16
36.02,18
36.04,22
36.06,22
36.08,22
36.1,18
36.12,22
36.14,18
36.16,18
36.18,18
36.2,20
36.22,28
36.24,22
36.26,16
36.28,22
36.3,28
36.32,18
36.34,16
36.36,12
36.38,16
36.4,18
36.42,18
36.44,20
36.46,18
36.48,20
36.5,18
36.52,20
36.54,22
36.56,22
36.58,20
36.6,12
36.62,20
36.64,24
36.66,12
36.68,18
36.7,16
36.72,14
36.74,14
36.76,20
36.78,22
36.8,14
36.82,24
36.84,14
36.86,16
36.88,20
36.9,16
36.92,14
36.94,12
36.96,18
36.98,12
37,18
37.02,22
37.04,18
37.06,16
37.08,14
37.1,20
37.12,10
37.14,20
37.16,18
37.18,16
37.2,14
37.22,14
37.24,20
37.26,14
37.28,16
37.3,16
37.32,12
37.34,16
37.36,18
37.38,12
37.4,20
37.42,14
37.44,20
37.46,12
37.48,24
37.5,26
37.52,12
37.54,16
37.56,18
37.58,10
37.6,14
37.62,12
37.64,24
37.66,18
37.68,18
37.7,12
37.72,12
37.74,18
37.76,12
37.78,10
37.8,20
37.82,16
37.84,12
37.86,18
37.88,12
37.9,12
37.92,14
37.94,8
37.96,16
37.98,16
38,10
38.02,18
38.04,14
38.06,20
38.08,16
38.1,18
38.12,16
38.14,20
38.16,14
38.18,14
38.2,18
38.22,16
38.24,26
38.26,14
38.28,16
38.3,14
38.32,16
38.34,12
38.36,14
38.38,16
38.4,16
38.42,22
38.44,16
38.46,20
38.48,16
38.5,12
38.52,20
38.54,24
38.56,22
38.58,22
38.6,16
38.62,16
38.64,18
38.66,24
38.68,20
38.7,16
38.72,32
38.74,18
38.76,18
38.78,22
38.8,18
38.82,22
38.84,22
38.86,22
38.88,32
38.9,34
38.92,28
38.94,20
38.96,28
38.98,32
39,22
39.02,22
39.04,24
39.06,18
39.08,28
39.1,34
39.12,34
39.14,36
39.16,36
39.18,22
39.2,38
39.22,32
39.24,34
39.26,32
39.28,26
39.3,32
39.32,38
39.34,32
39.36,32
39.38,34
39.4,26
39.42,34
39.44,28
39.46,38
39.48,32
39.5,36
39.52,40
39.54,34
39.56,34
39.58,38
39.6,32
39.62,34
39.64,34
39.66,36
39.68,34
39.7,36
39.72,28
39.74,44
39.76,42
39.78,40
39.8,34
39.82,34
39.84,50
39.86,40
39.88,32
39.9,42
39.92,30
39.94,40
39.96,40
39.98,42
40,32
40.02,32
40.04,42
40.06,28
40.08,46
40.1,34
40.12,32
40.14,34
40.16,42
40.18,36
40.2,28
40.22,28
40.24,42
40.26,32
40.28,40
40.3,38
40.32,32
40.34,30
40.36,40
40.38,30
40.4,30
40.42,22
40.44,30
40.46,40
40.48,24
40.5,32
40.52,38
40.54,26
40.56,40
40.58,38
40.6,36
40.62,28
40.64,24
40.66,30
40.68,24
40.7,32
40.72,26
40.74,16
40.76,26
40.78,26
40.8,22
40.82,24
40.84,22
40.86,26
40.88,24
40.9,30
40.92,30
40.94,22
40.96,24
40.98,30
41,20
41.02,24
41.04,24
41.06,22
41.08,26
41.1,14
41.12,14
41.14,26
41.16,18
41.18,30
41.2,24
41.22,20
41.24,24
41.26,24
41.28,18
41.3,32
41.32,18
41.34,18
41.36,24
41.38,20
41.4,22
41.42,26
41.44,16
41.46,20
41.48,20
41.5,26
41.52,18
41.54,28
41.56,20
41.58,16
41.6,30
41.62,32
41.64,16
41.66,22
41.68,18
41.7,16
41.72,32
41.74,20
41.76,16
41.78,14
41.8,22
41.82,26
41.84,26
41.86,18
41.88,30
41.9,28
41.92,22
41.94,18
41.96,22
41.98,22
42,24
42.02,24
42.04,12
42.06,16
42.08,24
42.1,20
42.12,22
42.14,16
42.16,22
42.18,30
42.2,18
42.22,22
42.24,26
42.26,16
42.28,22
42.3,28
42.32,22
42.34,24
42.36,28
42.38,26
42.4,12
42.42,22
42.44,28
42.46,16
42.48,16
42.5,24
42.52,16
42.54,16
42.56,18
42.58,16
42.6,20
42.62,14
42.64,14
42.66,20
42.68,22
42.7,22
42.72,18
42.74,20
42.76,24
42.78,20
42.8,16
42.82,10
42.84,20
42.86,18
42.88,16
42.9,18
42.92,12
42.94,18
42.96,32
42.98,16
43,22
43.02,22
43.04,22
43.06,12
43.08,20
43.1,30
43.12,16
43.14,22
43.16,14
43.18,16
43.2,20
43.22,12
43.24,18
43.26,26
43.28,26
43.3,32
43.32,22
43.34,26
43.36,20
43.38,18
43.4,24
43.42,22
43.44,18
43.46,16
43.48,26
43.5,24
43.52,20
43.54,22
43.56,26
43.58,18
43.6,22
43.62,14
43.64,22
43.66,24
43.68,28
43.7,28
43.72,26
43.74,20
43.76,30
43.78,30
43.8,24
43.82,20
43.84,20
43.86,24
43.88,24
43.9,32
43.92,18
43.94,28
43.96,28
43.98,30
44,34
44.02,28
44.04,16
44.06,32
44.08,20
44.1,26
44.12,24
44.14,22
44.16,22
44.18,18
44.2,24
44.22,22
44.24,24
44.26,18
44.28,28
44.3,22
44.32,14
44.34,16
44.36,12
44.38,16
44.4,16
44.42,18
44.44,24
44.46,20
44.48,18
44.5,22
44.52,24
44.54,16
44.56,26
44.58,24
44.6,22
44.62,14
44.64,18
44.66,20
44.68,20
44.7,24
44.72,22
44.74,22
44.76,22
44.78,18
44.8,20
44.82,22
44.84,16
44.86,22
44.88,20
44.9,24
44.92,24
44.94,14
44.96,24
44.98,16
45,22
45.02,16
45.04,24
45.06,24
45.08,34
45.1,14
45.12,24
45.14,30
45.16,26
45.18,18
45.2,24
45.22,28
45.24,22
45.26,24
45.28,18
45.3,26
45.32,16
45.34,30
45.36,22
45.38,26
45.4,22
45.42,20
45.44,34
45.46,26
45.48,26
45.5,28
45.52,28
45.54,26
45.56,30
45.58,22
45.6,20
45.62,24
45.64,26
45.66,36
45.68,32
45.7,32
45.72,28
45.74,16
45.76,16
45.78,22
45.8,22
45.82,32
45.84,28
45.86,34
45.88,32
45.9,30
45.92,24
45.94,28
45.96,24
45.98,24
46,30
46.02,34
46.04,30
46.06,42
46.08,30
46.1,20
46.12,38
46.14,38
46.16,40
46.18,40
46.2,38
46.22,30
46.24,38
46.26,30
46.28,32
46.3,28
46.32,22
46.34,32
46.36,34
46.38,36
46.4,38
46.42,38
46.44,40
46.46,38
46.48,34
46.5,38
46.52,40
46.54,42
46.56,48
46.58,36
46.6,42
46.62,42
46.64,42
46.66,48
46.68,50
46.7,48
46.72,42
46.74,54
46.76,54
46.78,58
46.8,42
46.82,44
46.84,50
46.86,50
46.88,42
46.9,40
46.92,58
46.94,48
46.96,46
46.98,50
47,52
47.02,38
47.04,46
47.06,64
47.08,46
47.1,50
47.12,42
47.14,46
47.16,28
47.18,40
47.2,44
47.22,38
47.24,54
47.26,44
47.28,40
47.3,42
47.32,38
47.34,46
47.36,32
47.38,38
47.4,32
47.42,30
47.44,46
47.46,50
47.48,36
47.5,44
47.52,30
47.54,40
47.56,30
47.58,36
47.6,50
47.62,36
47.64,32
47.66,46
47.68,28
47.7,42
47.72,32
47.74,42
47.76,26
47.78,42
47.8,48
47.82,34
47.84,40
47.86,34
47.88,40
47.9,32
47.92,40
47.94,38
47.96,34
47.98,40
48,30
48.02,38
48.04,32
48.06,36
48.08,46
48.1,44
48.12,32
48.14,38
48.16,36
48.18,34
48.2,40
48.22,36
48.24,32
48.26,42
48.28,36
48.3,24
48.32,34
48.34,32
48.36,36
48.38,48
48.4,32
48.42,44
48.44,44
48.46,34
48.48,30
48.5,38
48.52,28
48.54,34
48.56,40
48.58,48
48.6,40
48.62,32
48.64,36
48.66,28
48.68,42
48.7,48
48.72,40
48.74,50
48.76,42
48.78,58
48.8,38
48.82,34
48.84,46
48.86,46
48.88,36
48.9,28
48.92,50
48.94,38
48.96,32
48.98,44
49,58
49.02,40
49.04,44
49.06,42
49.08,54
49.1,48
49.12,48
49.14,34
49.16,48
49.18,52
49.2,52
49.22,58
49.24,42
49.26,44
49.28,48
49.3,46
49.32,58
49.34,66
49.36,50
49.38,54
49.4,56
49.42,54
49.44,44
49.46,46
49.48,58
49.5,58
49.52,60
49.54,66
49.56,62
49.58,58
49.6,46
49.62,56
49.64,62
49.66,46
49.68,60
49.7,52
49.72,44
49.74,50
49.76,64
49.78,60
49.8,46
49.82,56
49.84,50
49.86,64
49.88,64
49.9,56
49.92,50
49.94,52
49.96,46
49.98,46
50,44
50.02,48
50.04,48
50.06,50
50.08,52
50.1,44
50.12,26
50.14,44
50.16,48
50.18,38
50.2,38
50.22,42
50.24,32
50.26,28
50.28,32
50.3,52
50.32,40
50.34,46
50.36,48
50.38,52
50.4,32
50.42,30
50.44,46
50.46,42
50.48,38
50.5,40
50.52,44
50.54,42
50.56,38
50.58,36
50.6,44
50.62,40
50.64,28
50.66,44
50.68,52
50.7,42
50.72,34
50.74,48
50.76,40
50.78,44
50.8,52
50.82,36
50.84,54
50.86,36
50.88,54
50.9,36
50.92,40
50.94,48
50.96,44
50.98,48
51,38
51.02,40
51.04,38
51.06,40
51.08,40
51.1,44
51.12,46
51.14,52
51.16,36
51.18,36
51.2,42
51.22,38
51.24,38
51.26,28
51.28,34
51.3,38
51.32,32
51.34,40
51.36,38
51.38,38
51.4,26
51.42,38
51.44,38
51.46,48
51.48,42
51.5,46
51.52,34
51.54,38
51.56,48
51.58,40
51.6,42
51.62,32
51.64,32
51.66,36
51.68,34
51.7,38
51.72,38
51.74,46
51.76,34
51.78,32
51.8,34
51.82,46
51.84,34
51.86,40
51.88,32
51.9,34
51.92,36
51.94,38
51.96,28
51.98,34
52,36
52.02,28
52.04,30
52.06,44
52.08,30
52.1,40
52.12,38
52.14,36
52.16,28
52.18,34
52.2,42
52.22,38
52.24,36
52.26,26
52.28,28
52.3,38
52.32,34
52.34,32
52.36,40
52.38,22
52.4,26
52.42,28
52.44,22
52.46,40
52.48,26
52.5,26
52.52,22
52.54,32
52.56,26
52.58,26
52.6,20
52.62,32
52.64,30
52.66,38
52.68,34
52.7,38
52.72,28
52.74,32
52.76,36
52.78,18
52.8,28
52.82,38
52.84,36
52.86,36
52.88,34
52.9,44
52.92,40
52.94,34
52.96,36
52.98,46
53,36
53.02,38
53.04,40
53.06,46
53.08,42
53.1,28
53.12,50
53.14,40
53.16,36
53.18,38
53.2,26
53.22,30
53.24,36
53.26,34
53.28,38
53.3,36
53.32,26
53.34,30
53.36,28
53.38,30
53.4,32
53.42,30
53.44,22
53.46,32
53.48,22
53.5,22
53.52,22
53.54,24
53.56,24
53.58,22
53.6,28
53.62,22
53.64,18
53.66,12
53.68,18
53.7,26
53.72,24
53.74,20
53.76,18
53.78,16
53.8,18
53.82,22
53.84,16
53.86,16
53.88,26
53.9,24
53.92,12
53.94,14
53.96,16
53.98,14
54,20
54.02,16
54.04,20
54.06,6
54.08,16
54.1,22
54.12,12
54.14,12
54.16,12
54.18,18
54.2,14
54.22,20
54.24,24
54.26,10
54.28,14
54.3,18
54.32,16
54.34,18
54.36,18
54.38,12
54.4,14
54.42,18
54.44,12
54.46,14
54.48,18
54.5,14
54.52,16
54.54,18
54.56,14
54.58,20
54.6,12
54.62,14
54.64,16
54.66,20
54.68,10
54.7,12
54.72,10
54.74,22
54.76,12
54.78,16
54.8,10
54.82,14
54.84,12
54.86,16
54.88,12
54.9,8
54.92,18
54.94,10
54.96,8
54.98,22
55,16
55.02,14
55.04,8
55.06,16
55.08,10
55.1,16
55.12,16
55.14,18
55.16,18
55.18,16
55.2,12
55.22,24
55.24,14
55.26,8
55.28,6
55.3,14
55.32,10
55.34,12
55.36,24
55.38,18
55.4,18
55.42,14
55.44,6
55.46,18
55.48,12
55.5,12
55.52,12
55.54,18
55.56,14
55.58,10
55.6,16
55.62,10
55.64,22
55.66,24
55.68,12
55.7,18
55.72,20
55.74,22
55.76,26
55.78,12
55.8,18
55.82,22
55.84,10
55.86,18
55.88,20
55.9,18
55.92,18
55.94,12
55.96,18
55.98,10
56,6
56.02,16
56.04,16
56.06,14
56.08,22
56.1,12
56.12,14
56.14,14
56.16,14
56.18,16
56.2,24
56.22,14
56.24,16
56.26,22
56.28,4
56.3,24
56.32,14
56.34,18
56.36,14
56.38,18
56.4,12
56.42,16
56.44,20
56.46,16
56.48,16
56.5,18
56.52,12
56.54,18
56.56,20
56.58,18
56.6,14
56.62,22
56.64,20
56.66,14
56.68,18
56.7,14
56.72,20
56.74,20
56.76,14
56.78,12
56.8,16
56.82,12
56.84,28
56.86,16
56.88,14
